OrderID,CustomerID,OrderDate,LocationID,ProductID,Quantity,TotalPrice,OrderStatus
93,155,2023-01-04 20:00:00,9,111,8,371.81,Cancelled
94,4,2023-01-04 21:00:00,36,93,9,433.27,Cancelled
95,147,2023-01-04 22:00:00,39,86,2,203.35,Pending
96,768,2023-01-04 23:00:00,33,69,8,185.76,Pending
97,251,2023-01-05 00:00:00,49,5,7,334.41,Cancelled
98,369,2023-01-05 01:00:00,16,153,11,347.55,Completed
99,388,2023-01-05 02:00:00,42,82,6,320.96,Pending
100,24,2023-01-05 03:00:00,21,62,12,456.89,Pending
101,444,2023-01-05 04:00:00,45,118,4,484.72,Completed
102,823,2023-01-05 05:00:00,47,57,1,475.39,Pending
103,106,2023-01-05 06:00:00,43,96,19,474.3,Completed
104,616,2023-01-05 07:00:00,47,114,8,272.76,Cancelled
105,489,2023-01-05 08:00:00,10,102,15,486.75,Pending
106,507,2023-01-05 09:00:00,4,71,17,227.29,Completed
107,367,2023-01-05 10:00:00,15,59,18,364.93,Completed
108,200,2023-01-05 11:00:00,48,101,3,449.05,Cancelled
109,871,2023-01-05 12:00:00,43,7,6,174.28,Pending
110,47,2023-01-05 13:00:00,16,154,5,277.7,Completed
111,200,2023-01-05 14:00:00,24,27,4,16.67,Cancelled
112,537,2023-01-05 15:00:00,29,91,2,344.26,Completed
113,849,2023-01-05 16:00:00,42,28,11,258.33,Completed
114,401,2023-01-05 17:00:00,1,49,7,353.11,Cancelled
115,878,2023-01-05 18:00:00,8,39,12,40.75,Completed
116,301,2023-01-05 19:00:00,20,109,9,150.96,Pending
117,523,2023-01-05 20:00:00,40,4,4,465.84,Pending
118,563,2023-01-05 21:00:00,35,78,10,366.56,Cancelled
119,306,2023-01-05 22:00:00,41,180,7,198.82,Completed
120,396,2023-01-05 23:00:00,30,69,16,114.2,Completed
121,311,2023-01-06 00:00:00,4,130,16,6.28,Completed
122,684,2023-01-06 01:00:00,38,60,3,166.5,Completed
123,507,2023-01-06 02:00:00,22,60,17,292.22,Pending
124,45,2023-01-06 03:00:00,31,130,8,102.47,Pending
125,876,2023-01-06 04:00:00,25,132,8,354.0,Cancelled
126,36,2023-01-06 05:00:00,39,27,18,142.7,Cancelled
127,270,2023-01-06 06:00:00,3,39,11,312.17,Cancelled
128,793,2023-01-06 07:00:00,20,112,11,408.19,Pending
129,67,2023-01-06 08:00:00,22,14,18,51.12,Pending
130,193,2023-01-06 09:00:00,37,24,3,38.07,Cancelled
131,149,2023-01-06 10:00:00,16,168,16,482.34,Completed
132,514,2023-01-06 11:00:00,49,192,15,223.46,Completed
133,972,2023-01-06 12:00:00,13,193,14,278.77,Cancelled
134,139,2023-01-06 13:00:00,3,130,19,291.34,Cancelled
135,355,2023-01-06 14:00:00,35,9,1,92.71,Completed
136,48,2023-01-06 15:00:00,37,124,16,100.17,Pending
137,164,2023-01-06 16:00:00,25,46,12,27.69,Completed
138,975,2023-01-06 17:00:00,48,153,11,134.52,Pending
139,108,2023-01-06 18:00:00,5,200,5,414.71,Pending
140,926,2023-01-06 19:00:00,34,181,15,422.61,Completed
141,679,2023-01-06 20:00:00,1,97,1,325.76,Cancelled
142,94,2023-01-06 21:00:00,38,179,5,183.89,Pending
143,817,2023-01-06 22:00:00,24,135,14,46.83,Pending
144,373,2023-01-06 23:00:00,24,107,17,183.69,Completed
145,159,2023-01-07 00:00:00,42,98,3,325.73,Pending
146,598,2023-01-07 01:00:00,16,168,14,325.21,Completed
147,583,2023-01-07 02:00:00,10,176,5,433.07,Cancelled
148,471,2023-01-07 03:00:00,13,94,11,356.47,Completed
149,552,2023-01-07 04:00:00,19,119,11,174.82,Completed
150,759,2023-01-07 05:00:00,8,123,3,176.09,Cancelled
151,975,2023-01-07 06:00:00,22,76,8,134.64,Pending
152,440,2023-01-07 07:00:00,47,163,14,408.33,Cancelled
153,176,2023-01-07 08:00:00,30,91,14,76.2,Cancelled
154,97,2023-01-07 09:00:00,4,76,13,58.08,Completed
155,144,2023-01-07 10:00:00,45,79,19,344.96,Cancelled
156,453,2023-01-07 11:00:00,13,66,6,178.0,Pending
157,211,2023-01-07 12:00:00,10,100,19,239.28,Cancelled
158,643,2023-01-07 13:00:00,35,93,10,76.8,Pending
159,815,2023-01-07 14:00:00,25,1,19,65.06,Cancelled
160,243,2023-01-07 15:00:00,33,142,19,344.96,Completed
161,516,2023-01-07 16:00:00,15,127,15,338.18,Cancelled
162,479,2023-01-07 17:00:00,4,117,1,254.59,Completed
163,451,2023-01-07 18:00:00,26,81,14,424.67,Pending
164,321,2023-01-07 19:00:00,13,179,16,227.46,Pending
165,710,2023-01-07 20:00:00,30,42,2,374.02,Pending
166,765,2023-01-07 21:00:00,36,47,9,106.73,Cancelled
167,136,2023-01-07 22:00:00,40,87,10,44.99,Completed
168,629,2023-01-07 23:00:00,5,97,2,197.06,Cancelled
169,889,2023-01-08 00:00:00,26,185,7,287.65,Completed
170,53,2023-01-08 01:00:00,33,198,5,274.15,Completed
171,48,2023-01-08 02:00:00,28,117,11,246.56,Cancelled
172,403,2023-01-08 03:00:00,12,71,7,389.05,Pending
173,832,2023-01-08 04:00:00,6,32,15,366.81,Pending
174,680,2023-01-08 05:00:00,45,4,16,9.87,Cancelled
175,280,2023-01-08 06:00:00,13,135,8,417.34,Cancelled
176,502,2023-01-08 07:00:00,20,64,4,280.84,Pending
177,805,2023-01-08 08:00:00,38,25,9,373.84,Cancelled
178,328,2023-01-08 09:00:00,49,36,1,465.97,Pending
179,303,2023-01-08 10:00:00,3,176,11,193.88,Cancelled
180,612,2023-01-08 11:00:00,42,107,13,46.05,Pending
181,539,2023-01-08 12:00:00,33,66,13,461.11,Cancelled
182,16,2023-01-08 13:00:00,26,80,4,87.22,Cancelled
183,635,2023-01-08 14:00:00,9,15,4,143.83,Cancelled
184,659,2023-01-08 15:00:00,41,29,2,219.7,Cancelled
185,816,2023-01-08 16:00:00,1,20,11,367.88,Pending
186,250,2023-01-08 17:00:00,39,139,5,426.78,Cancelled
187,76,2023-01-08 18:00:00,16,143,8,336.37,Pending
188,423,2023-01-08 19:00:00,40,62,12,451.09,Pending
189,313,2023-01-08 20:00:00,23,139,19,84.52,Completed
190,402,2023-01-08 21:00:00,39,52,2,86.34,Completed
191,101,2023-01-08 22:00:00,25,37,17,191.48,Cancelled
192,483,2023-01-08 23:00:00,6,94,19,457.06,Completed
193,938,2023-01-09 00:00:00,33,4,3,379.3,Pending
194,662,2023-01-09 01:00:00,28,15,5,239.19,Cancelled
195,707,2023-01-09 02:00:00,29,3,10,179.82,Completed
196,9,2023-01-09 03:00:00,38,65,13,372.58,Cancelled
197,221,2023-01-09 04:00:00,14,197,14,480.5,Cancelled
198,52,2023-01-09 05:00:00,21,83,6,307.86,Completed
199,564,2023-01-09 06:00:00,4,149,19,27.78,Pending
200,829,2023-01-09 07:00:00,40,20,6,149.5,Completed
201,66,2023-01-09 08:00:00,39,22,4,310.86,Cancelled
202,762,2023-01-09 09:00:00,13,78,17,443.52,Pending
203,99,2023-01-09 10:00:00,5,61,7,410.69,Completed
204,532,2023-01-09 11:00:00,34,71,15,295.97,Pending
205,576,2023-01-09 12:00:00,1,185,6,258.98,Completed
206,95,2023-01-09 13:00:00,44,156,7,310.52,Pending
207,310,2023-01-09 14:00:00,31,131,18,243.14,Completed
208,252,2023-01-09 15:00:00,22,177,16,256.0,Pending
209,879,2023-01-09 16:00:00,3,21,9,169.36,Completed
210,429,2023-01-09 17:00:00,15,190,11,355.86,Completed
211,558,2023-01-09 18:00:00,40,18,12,334.4,Cancelled
212,772,2023-01-09 19:00:00,40,166,13,66.38,Pending
213,457,2023-01-09 20:00:00,4,163,4,194.6,Pending
214,704,2023-01-09 21:00:00,21,139,4,115.96,Cancelled
215,173,2023-01-09 22:00:00,47,156,16,9.13,Completed
216,208,2023-01-09 23:00:00,21,43,7,325.51,Cancelled
217,349,2023-01-10 00:00:00,33,69,19,315.17,Pending
218,449,2023-01-10 01:00:00,34,81,10,388.57,Pending
219,322,2023-01-10 02:00:00,36,87,8,60.83,Pending
220,502,2023-01-10 03:00:00,44,41,14,231.52,Completed
221,771,2023-01-10 04:00:00,31,85,10,270.97,Cancelled
222,948,2023-01-10 05:00:00,24,50,5,406.65,Completed
223,569,2023-01-10 06:00:00,41,70,7,245.69,Cancelled
224,152,2023-01-10 07:00:00,28,55,14,499.61,Cancelled
225,607,2023-01-10 08:00:00,42,115,8,338.73,Completed
226,898,2023-01-10 09:00:00,20,157,15,287.14,Cancelled
227,112,2023-01-10 10:00:00,20,120,11,179.2,Cancelled
228,774,2023-01-10 11:00:00,37,167,9,232.86,Cancelled
229,999,2023-01-10 12:00:00,4,42,16,479.71,Completed
230,167,2023-01-10 13:00:00,34,143,3,485.42,Completed
231,18,2023-01-10 14:00:00,14,15,13,434.3,Completed
232,799,2023-01-10 15:00:00,2,31,10,443.27,Completed
233,483,2023-01-10 16:00:00,46,95,9,451.94,Cancelled
234,628,2023-01-10 17:00:00,28,61,17,275.93,Completed
235,775,2023-01-10 18:00:00,22,37,5,14.86,Pending
236,34,2023-01-10 19:00:00,14,83,17,239.1,Pending
237,585,2023-01-10 20:00:00,1,29,3,203.04,Completed
238,144,2023-01-10 21:00:00,49,139,18,380.26,Pending
239,566,2023-01-10 22:00:00,28,166,8,254.73,Cancelled
240,897,2023-01-10 23:00:00,39,45,7,364.24,Pending
241,194,2023-01-11 00:00:00,27,149,13,396.28,Completed
242,997,2023-01-11 01:00:00,21,24,9,229.01,Pending
243,595,2023-01-11 02:00:00,35,11,5,340.6,Completed
244,531,2023-01-11 03:00:00,30,150,12,423.44,Pending
245,537,2023-01-11 04:00:00,22,63,11,50.1,Completed
246,651,2023-01-11 05:00:00,31,11,17,33.92,Cancelled
247,462,2023-01-11 06:00:00,24,61,10,233.52,Completed
248,355,2023-01-11 07:00:00,42,22,6,161.67,Pending
249,58,2023-01-11 08:00:00,8,140,14,209.65,Cancelled
250,974,2023-01-11 09:00:00,46,65,12,80.97,Completed
251,356,2023-01-11 10:00:00,45,103,4,94.6,Pending
252,381,2023-01-11 11:00:00,46,200,19,172.29,Pending
253,716,2023-01-11 12:00:00,26,65,12,456.81,Cancelled
254,965,2023-01-11 13:00:00,17,141,9,463.53,Completed
255,567,2023-01-11 14:00:00,49,39,3,470.69,Completed
256,164,2023-01-11 15:00:00,9,122,6,353.79,Pending
257,229,2023-01-11 16:00:00,49,157,11,374.06,Pending
258,918,2023-01-11 17:00:00,30,165,6,467.41,Completed
259,843,2023-01-11 18:00:00,7,56,15,329.83,Pending
260,995,2023-01-11 19:00:00,49,122,3,153.43,Pending
261,855,2023-01-11 20:00:00,14,77,6,199.36,Completed
262,773,2023-01-11 21:00:00,4,20,13,293.27,Cancelled
263,719,2023-01-11 22:00:00,31,37,10,65.83,Cancelled
264,55,2023-01-11 23:00:00,36,174,13,475.51,Cancelled
265,452,2023-01-12 00:00:00,8,75,8,228.47,Pending
266,830,2023-01-12 01:00:00,36,187,8,91.72,Completed
267,491,2023-01-12 02:00:00,40,13,17,99.31,Completed
268,213,2023-01-12 03:00:00,17,127,7,211.42,Cancelled
269,658,2023-01-12 04:00:00,26,93,19,141.75,Completed
270,113,2023-01-12 05:00:00,42,82,10,103.04,Completed
271,443,2023-01-12 06:00:00,12,110,4,185.46,Pending
272,96,2023-01-12 07:00:00,47,138,17,151.4,Completed
273,508,2023-01-12 08:00:00,26,191,18,99.63,Pending
274,452,2023-01-12 09:00:00,19,154,18,272.24,Pending
275,358,2023-01-12 10:00:00,27,62,12,175.04,Cancelled
276,511,2023-01-12 11:00:00,25,57,17,343.97,Completed
277,666,2023-01-12 12:00:00,22,116,17,111.57,Completed
278,749,2023-01-12 13:00:00,7,16,17,436.86,Pending
279,514,2023-01-12 14:00:00,21,23,4,406.3,Pending
280,404,2023-01-12 15:00:00,15,112,13,258.51,Pending
281,219,2023-01-12 16:00:00,45,155,6,7.95,Pending
282,232,2023-01-12 17:00:00,37,173,7,250.31,Cancelled
283,709,2023-01-12 18:00:00,34,128,2,370.85,Completed
284,76,2023-01-12 19:00:00,41,171,3,489.31,Pending
285,47,2023-01-12 20:00:00,32,38,5,445.04,Pending
286,962,2023-01-12 21:00:00,41,44,5,304.17,Cancelled
287,769,2023-01-12 22:00:00,25,67,4,333.13,Cancelled
288,951,2023-01-12 23:00:00,4,69,8,15.6,Completed
289,901,2023-01-13 00:00:00,11,34,7,430.41,Completed
290,947,2023-01-13 01:00:00,16,9,7,94.55,Cancelled
291,952,2023-01-13 02:00:00,27,86,14,375.34,Completed
292,226,2023-01-13 03:00:00,33,186,14,240.29,Cancelled
293,606,2023-01-13 04:00:00,19,85,11,325.97,Cancelled
294,578,2023-01-13 05:00:00,1,19,11,39.87,Cancelled
295,549,2023-01-13 06:00:00,15,94,17,181.51,Pending
296,813,2023-01-13 07:00:00,29,197,5,349.65,Completed
297,583,2023-01-13 08:00:00,30,43,3,390.78,Completed
298,70,2023-01-13 09:00:00,47,183,1,210.14,Cancelled
299,574,2023-01-13 10:00:00,36,38,13,445.52,Pending
300,81,2023-01-13 11:00:00,48,197,13,277.72,Completed
301,444,2023-01-13 12:00:00,31,19,15,427.81,Pending
302,798,2023-01-13 13:00:00,21,173,3,282.14,Pending
303,764,2023-01-13 14:00:00,32,200,15,144.97,Cancelled
304,931,2023-01-13 15:00:00,21,73,5,98.38,Cancelled
305,828,2023-01-13 16:00:00,46,62,3,214.63,Cancelled
306,87,2023-01-13 17:00:00,17,144,11,110.18,Completed
307,684,2023-01-13 18:00:00,29,93,16,233.85,Completed
308,882,2023-01-13 19:00:00,48,187,12,75.28,Cancelled
309,50,2023-01-13 20:00:00,49,188,3,69.03,Cancelled
310,252,2023-01-13 21:00:00,2,95,4,396.24,Completed
311,228,2023-01-13 22:00:00,36,110,3,370.47,Cancelled
312,427,2023-01-13 23:00:00,6,77,8,499.37,Pending
313,613,2023-01-14 00:00:00,44,51,15,291.04,Completed
314,301,2023-01-14 01:00:00,17,81,5,493.86,Completed
315,631,2023-01-14 02:00:00,46,86,4,433.63,Cancelled
316,816,2023-01-14 03:00:00,26,25,7,97.89,Cancelled
317,446,2023-01-14 04:00:00,33,106,6,86.51,Pending
318,114,2023-01-14 05:00:00,18,185,13,322.03,Cancelled
319,980,2023-01-14 06:00:00,14,138,4,390.85,Pending
320,924,2023-01-14 07:00:00,42,73,16,283.82,Cancelled
321,846,2023-01-14 08:00:00,2,167,4,12.37,Cancelled
322,305,2023-01-14 09:00:00,6,68,5,346.99,Completed
323,92,2023-01-14 10:00:00,3,72,2,250.61,Pending
324,513,2023-01-14 11:00:00,22,158,9,384.41,Completed
325,182,2023-01-14 12:00:00,21,162,9,213.83,Cancelled
326,710,2023-01-14 13:00:00,11,44,2,235.28,Cancelled
327,218,2023-01-14 14:00:00,34,26,15,282.75,Completed
328,830,2023-01-14 15:00:00,37,156,4,414.81,Cancelled
329,909,2023-01-14 16:00:00,16,105,14,343.26,Completed
330,993,2023-01-14 17:00:00,1,66,5,275.9,Pending
331,252,2023-01-14 18:00:00,8,161,14,339.21,Cancelled
332,414,2023-01-14 19:00:00,46,146,4,377.97,Cancelled
333,461,2023-01-14 20:00:00,40,184,3,352.17,Pending
334,911,2023-01-14 21:00:00,36,52,5,148.42,Pending
335,172,2023-01-14 22:00:00,29,50,14,390.32,Pending
336,913,2023-01-14 23:00:00,31,137,13,194.51,Cancelled
337,756,2023-01-15 00:00:00,27,91,5,344.6,Pending
338,638,2023-01-15 01:00:00,39,124,4,484.48,Pending
339,363,2023-01-15 02:00:00,27,137,1,125.87,Completed
340,752,2023-01-15 03:00:00,5,13,17,7.14,Cancelled
341,832,2023-01-15 04:00:00,14,142,1,213.76,Cancelled
342,971,2023-01-15 05:00:00,39,94,14,79.94,Completed
343,68,2023-01-15 06:00:00,15,72,13,121.27,Pending
344,629,2023-01-15 07:00:00,47,185,8,133.52,Pending
345,485,2023-01-15 08:00:00,33,5,4,176.49,Cancelled
346,740,2023-01-15 09:00:00,8,63,8,89.01,Cancelled
347,372,2023-01-15 10:00:00,31,4,5,50.15,Completed
348,950,2023-01-15 11:00:00,31,124,11,238.91,Pending
349,966,2023-01-15 12:00:00,43,174,10,368.29,Completed
350,11,2023-01-15 13:00:00,10,132,8,318.42,Cancelled
351,370,2023-01-15 14:00:00,3,174,2,468.0,Completed
352,150,2023-01-15 15:00:00,34,200,2,342.35,Completed
353,373,2023-01-15 16:00:00,9,70,16,334.47,Completed
354,733,2023-01-15 17:00:00,47,98,15,449.44,Completed
355,165,2023-01-15 18:00:00,41,165,6,249.11,Cancelled
356,555,2023-01-15 19:00:00,44,134,5,276.91,Cancelled
357,826,2023-01-15 20:00:00,38,162,17,189.76,Completed
358,277,2023-01-15 21:00:00,4,157,17,498.85,Cancelled
359,294,2023-01-15 22:00:00,21,153,6,288.3,Completed
360,584,2023-01-15 23:00:00,23,158,13,376.8,Completed
361,916,2023-01-16 00:00:00,5,195,8,380.77,Pending
362,889,2023-01-16 01:00:00,11,160,13,470.2,Pending
363,601,2023-01-16 02:00:00,38,26,1,11.68,Completed
364,692,2023-01-16 03:00:00,16,143,13,443.15,Pending
365,743,2023-01-16 04:00:00,47,66,5,365.52,Pending
366,230,2023-01-16 05:00:00,27,89,9,126.05,Pending
367,487,2023-01-16 06:00:00,36,141,13,359.69,Cancelled
368,57,2023-01-16 07:00:00,35,71,9,304.57,Cancelled
369,9,2023-01-16 08:00:00,4,102,12,60.68,Pending
370,149,2023-01-16 09:00:00,31,190,9,499.09,Completed
371,358,2023-01-16 10:00:00,33,187,19,264.44,Cancelled
372,250,2023-01-16 11:00:00,32,117,9,322.66,Completed
373,922,2023-01-16 12:00:00,44,3,15,117.65,Cancelled
374,33,2023-01-16 13:00:00,31,100,18,144.43,Cancelled
375,936,2023-01-16 14:00:00,44,5,16,21.25,Cancelled
376,304,2023-01-16 15:00:00,7,97,7,325.75,Completed
377,796,2023-01-16 16:00:00,18,92,19,8.22,Pending
378,873,2023-01-16 17:00:00,49,199,4,306.27,Cancelled
379,849,2023-01-16 18:00:00,14,38,12,37.83,Completed
380,834,2023-01-16 19:00:00,21,131,17,468.4,Pending
381,892,2023-01-16 20:00:00,40,70,9,361.82,Completed
382,586,2023-01-16 21:00:00,27,191,14,237.99,Cancelled
383,974,2023-01-16 22:00:00,8,75,3,395.0,Pending
384,338,2023-01-16 23:00:00,44,159,18,28.3,Cancelled
385,790,2023-01-17 00:00:00,8,178,5,243.96,Cancelled
386,209,2023-01-17 01:00:00,28,184,19,375.51,Cancelled
387,583,2023-01-17 02:00:00,18,199,14,86.29,Pending
388,124,2023-01-17 03:00:00,44,24,2,209.32,Completed
389,805,2023-01-17 04:00:00,9,151,10,402.64,Cancelled
390,66,2023-01-17 05:00:00,39,57,3,437.09,Pending
391,795,2023-01-17 06:00:00,15,177,8,249.59,Pending
392,926,2023-01-17 07:00:00,10,137,1,221.71,Pending
393,274,2023-01-17 08:00:00,26,22,19,394.98,Pending
394,730,2023-01-17 09:00:00,15,34,8,144.44,Cancelled
395,650,2023-01-17 10:00:00,25,200,14,76.14,Cancelled
396,622,2023-01-17 11:00:00,44,158,5,161.87,Pending
397,817,2023-01-17 12:00:00,12,5,19,116.72,Cancelled
398,155,2023-01-17 13:00:00,18,125,8,76.24,Completed
399,314,2023-01-17 14:00:00,26,194,1,474.77,Cancelled
400,482,2023-01-17 15:00:00,9,12,12,212.88,Cancelled
401,715,2023-01-17 16:00:00,3,101,16,150.86,Cancelled
402,900,2023-01-17 17:00:00,32,176,13,94.73,Completed
403,841,2023-01-17 18:00:00,1,168,6,330.38,Cancelled
404,280,2023-01-17 19:00:00,4,56,3,421.56,Pending
405,792,2023-01-17 20:00:00,12,177,9,264.5,Pending
406,114,2023-01-17 21:00:00,1,154,8,282.66,Cancelled
407,444,2023-01-17 22:00:00,40,184,6,179.67,Completed
408,6,2023-01-17 23:00:00,48,173,15,301.09,Pending
409,729,2023-01-18 00:00:00,48,46,15,315.18,Completed
410,536,2023-01-18 01:00:00,23,133,3,347.12,Cancelled
411,404,2023-01-18 02:00:00,37,79,17,237.27,Completed
412,193,2023-01-18 03:00:00,38,103,5,36.32,Completed
413,167,2023-01-18 04:00:00,27,111,13,254.77,Pending
414,677,2023-01-18 05:00:00,31,146,17,88.02,Completed
415,627,2023-01-18 06:00:00,25,28,10,216.85,Cancelled
416,355,2023-01-18 07:00:00,12,159,15,339.32,Completed
417,265,2023-01-18 08:00:00,7,140,2,144.77,Cancelled
418,260,2023-01-18 09:00:00,45,144,12,444.99,Cancelled
419,401,2023-01-18 10:00:00,30,47,17,239.91,Cancelled
420,726,2023-01-18 11:00:00,43,128,11,480.37,Cancelled
421,216,2023-01-18 12:00:00,2,157,5,360.66,Cancelled
422,92,2023-01-18 13:00:00,30,50,11,31.68,Completed
423,936,2023-01-18 14:00:00,35,59,4,140.63,Completed
424,641,2023-01-18 15:00:00,41,183,4,123.32,Completed
425,48,2023-01-18 16:00:00,18,182,14,203.06,Pending
426,468,2023-01-18 17:00:00,28,189,3,319.1,Cancelled
427,991,2023-01-18 18:00:00,5,29,9,297.72,Completed
428,457,2023-01-18 19:00:00,19,70,18,79.55,Pending
429,50,2023-01-18 20:00:00,8,162,7,332.58,Cancelled
430,696,2023-01-18 21:00:00,16,115,12,387.9,Cancelled
431,78,2023-01-18 22:00:00,34,5,7,441.84,Pending
432,536,2023-01-18 23:00:00,37,145,15,398.7,Pending
433,722,2023-01-19 00:00:00,42,45,12,116.17,Completed
434,857,2023-01-19 01:00:00,27,59,17,168.56,Completed
435,21,2023-01-19 02:00:00,30,117,13,147.92,Cancelled
436,346,2023-01-19 03:00:00,9,141,12,231.3,Completed
437,630,2023-01-19 04:00:00,40,59,6,343.93,Pending
438,416,2023-01-19 05:00:00,18,4,11,168.84,Completed
